,机构名字,所属地区,电话,地址,所属省,所属市,所属区,所属地址,adcode,地址省,地址市,地址区,具体地址,adcode_address
816,无极县医院,河北省石家庄市无极县,0311-85571616,河北省石家庄市无极县城内无极西路64号,河北省,石家庄市,无极县,,130130,河北省,石家庄市,无极县,城内无极西路64号,130130
817,吴桥县人民医院,河北省沧州市吴桥县,0317-7368027,河北省沧州市吴桥县桑园镇嘉陵江路,河北省,沧州市,吴桥县,,130928,河北省,沧州市,吴桥县,桑园镇嘉陵江路,130928
818,武安安康医院,河北省邯郸市武安市,0310-5558120,河北省邯郸市武安市中兴路453号,河北省,邯郸市,武安市,,130481,河北省,邯郸市,武安市,中兴路453号,130481
819,武安仁慈医院,河北省邯郸市武安市,0310-5687662,河北省邯郸市武安市放射路,河北省,邯郸市,武安市,,130481,河北省,邯郸市,武安市,放射路,130481
820,武安市第一人民医院,河北省邯郸市武安市,0310-5857236,河北省邯郸市武安市矿建路北侧西环路西侧,河北省,邯郸市,武安市,,130481,河北省,邯郸市,武安市,矿建路北侧西环路西侧,130481
821,武安市疾病预防控制中心,河北省邯郸市武安市,0310-5170432,河北省邯郸市武安市中山大街280号,河北省,邯郸市,武安市,,130481,河北省,邯郸市,武安市,中山大街280号,130481
822,武强县疾病预防控制中心,河北省衡水市武强县,0318-3896606,河北省衡水市武强县平安路与新开街交叉口东南角,河北省,衡水市,武强县,,131123,河北省,衡水市,武强县,平安路与新开街交叉口东南角,131123
823,武强县医院,河北省衡水市武强县,0318-3951873,河北省衡水市武强县,河北省,衡水市,武强县,,131123,河北省,衡水市,武强县,,131123
824,武邑县妇幼保健院,河北省衡水市武邑县,0318-5868810,河北省衡水市武邑县宁武西路76号,河北省,衡水市,武邑县,,131122,河北省,衡水市,武邑县,宁武西路76号,131122
825,武邑县疾病预防控制中心,河北省衡水市武邑县,0318-5713036,河北省衡水市武邑县建设西路193号,河北省,衡水市,武邑县,,131122,河北省,衡水市,武邑县,建设西路193号,131122
826,武邑县医院,河北省衡水市武邑县,0318-5712051,河北省衡水市武邑县腾达北大街144号,河北省,衡水市,武邑县,,131122,河北省,衡水市,武邑县,腾达北大街144号,131122
827,武邑县中医医院,河北省衡水市武邑县,0318-5751120,河北省衡水市武邑县东环路中段,河北省,衡水市,武邑县,,131122,河北省,衡水市,武邑县,东环路中段,131122
828,献县疾病预防控制中心,河北省沧州市献县,0317-4620982,河北省沧州市献县献王路,河北省,沧州市,献县,,130929,河北省,沧州市,献县,献王路,130929
829,献县人民医院,河北省沧州市献县,0317-4615006,河北省沧州市献县长安大道,河北省,沧州市,献县,,130929,河北省,沧州市,献县,长安大道,130929
830,献县中医医院,河北省沧州市献县,0317-4622660,河北省沧州市献县燕京大道32号,河北省,沧州市,献县,,130929,河北省,沧州市,献县,燕京大道32号,130929
831,香河县疾病预防控制中心,河北省廊坊市香河县,0316-8311534,河北省廊坊市香河县淑阳镇香五路东侧,河北省,廊坊市,香河县,,131024,河北省,廊坊市,香河县,淑阳镇香五路东侧,131024
832,辛集市第一医院,河北省辛集市,0311-83222113,河北省辛集市束鹿大街2号,河北省,省直辖县级行政区划,辛集市,,139002,河北省,省直辖县级行政区划,辛集市,束鹿大街2号,139002
833,辛集市疾病预防控制中心,河北省辛集市,0311-85399566,河北省辛集市市府东大街54号,河北省,省直辖县级行政区划,辛集市,,139002,河北省,省直辖县级行政区划,辛集市,市府东大街54号,139002
834,新河县疾病预防控制中心,河北省邢台市新河县,0319-4766700,河北省邢台市新河县滏东街与光明路交叉口,河北省,邢台市,新河县,,130530,河北省,邢台市,新河县,滏东街与光明路交叉口,130530
835,新河县人民医院,河北省邢台市新河县,0319-4989729,河北省邢台市新河县富强街25号,河北省,邢台市,新河县,,130530,河北省,邢台市,新河县,富强街25号,130530
836,新乐市医院,河北省石家庄市新乐市,0311-88581963,河北省石家庄市新乐市长寿路208号,河北省,石家庄市,新乐市,,130184,河北省,石家庄市,新乐市,长寿路208号,130184
837,新乐市中医医院,河北省石家庄市新乐市,0311-80657161,河北省石家庄市新乐市育才街236号,河北省,石家庄市,新乐市,,130184,河北省,石家庄市,新乐市,育才街236号,130184
838,邢台市第二医院,河北省邢台市桥东区,0319-5716313,河北省邢台市桥东区豫让桥路371号,河北省,邢台市,桥东区,,130502,河北省,邢台市,桥东区,豫让桥路371号,130502
839,邢台市第五医院,河北省邢台市信都区,0319-3772350,河北省邢台市信都区建设大街238号,河北省,邢台市,,信都区,130500,河北省,邢台市,,信都区建设大街238号,130500
840,邢台市妇幼保健院,河北省邢台市信都区,0319-2666238,河北省邢台市信都区冶金南路187号,河北省,邢台市,,信都区,130500,河北省,邢台市,,信都区冶金南路187号,130500
841,邢台市经济开发区医院,河北省邢台市襄都区,0319-3968696,河北省邢台市襄都区东汪镇东汪村北,河北省,邢台市,,襄都区,130500,河北省,邢台市,,襄都区东汪镇东汪村北,130500
842,邢台市南和区人民医院,河北省邢台市南和区,0319-5520111,河北省邢台市南和区宋璟大街196号,河北省,邢台市,,南和区,130500,河北省,邢台市,,南和区宋璟大街196号,130500
843,邢台市任泽区中医院,河北省邢台市任泽区,0319-7519688,河北省邢台市任泽区任县新兴西路7号,河北省,邢台市,,任泽区,130500,河北省,邢台市,任县,新兴西路7号,130526
844,邢台市信都区疾病预防控制中心,河北省邢台市信都区,0319-5272131,河北省邢台市信都区,河北省,邢台市,,信都区,130500,河北省,邢台市,,信都区,130500
845,邢台市信都区人民医院,河北省邢台市信都区,0319-3213866,河北省邢台市桥东区开元北路669号,河北省,邢台市,,信都区,130500,河北省,邢台市,桥东区,开元北路669号,130502
846,邢台医学高等专科学校第一附属医院,河北省邢台市襄都区,0319-3133992,河北省邢台市襄都区,河北省,邢台市,,襄都区,130500,河北省,邢台市,,襄都区,130500
847,邢台医专第一附属医院,河北省邢台市襄都区,0319-3133992,河北省邢台市襄都区顺德路376号,河北省,邢台市,,襄都区,130500,河北省,邢台市,,襄都区顺德路376号,130500
848,兴隆县疾病预防控制中心,河北省承德市兴隆县,0314-5058961,河北省承德市兴隆县兴隆镇南土门村,河北省,承德市,兴隆县,,130822,河北省,承德市,兴隆县,兴隆镇南土门村,130822
849,兴隆县人民医院,河北省承德市兴隆县,0314-5522339,河北省承德市兴隆县兴隆镇南土门行政地块中心,河北省,承德市,兴隆县,,130822,河北省,承德市,兴隆县,兴隆镇南土门行政地块中心,130822
850,兴隆县中医医院,河北省承德市兴隆县,0314-5058039,河北省承德市兴隆县兴隆镇东关村东大街140号,河北省,承德市,兴隆县,,130822,河北省,承德市,兴隆县,兴隆镇东关村东大街140号,130822
851,雄县济康医院,河北省保定市雄县,0312-8548007,河北省保定市雄县雄州路引线段东侧,河北省,保定市,雄县,,130638,河北省,保定市,雄县,雄州路引线段东侧,130638
852,雄县盛德医院,河北省保定市雄县,0312-6155801,河北省保定市雄县旅游路中段北侧（绿港新城西行）,河北省,保定市,雄县,,130638,河北省,保定市,雄县,旅游路中段北侧（绿港新城西行）,130638
853,雄县祥和医院,河北省保定市雄县,0312-5303399,河北省保定市雄县米家务镇333省道,河北省,保定市,雄县,,130638,河北省,保定市,雄县,米家务镇333省道,130638
854,雄县医院,河北省雄安新区雄县,0312-5822995,河北省雄安新区雄县雄州路422号,河北省,保定市,雄县,,130638,河北省,保定市,雄县,雄州路422号,130638
855,徐水区中医医院,河北省保定市徐水区,0312-5852102,河北省保定市徐水区华龙路338号,河北省,保定市,徐水区,,130609,河北省,保定市,徐水区,华龙路338号,130609
856,盐山县疾病预防控制中心,河北省沧州市盐山县,0317-6216191,河北省沧州市盐山县平安大街,河北省,沧州市,盐山县,,130925,河北省,沧州市,盐山县,平安大街,130925
857,盐山县人民医院,河北省沧州市盐山县,0317-6212201,河北省沧州市盐山县康复路34号,河北省,沧州市,盐山县,,130925,河北省,沧州市,盐山县,康复路34号,130925
858,阳原县人民医院,河北省张家口市阳原县,0313-2761016,河北省张家口市阳原县西城镇府前街,河北省,张家口市,阳原县,,130727,河北省,张家口市,阳原县,西城镇府前街,130727
859,阳原县中医院,河北省张家口市阳原县,0313-7510999,河北省张家口市阳原县西城镇东大街,河北省,张家口市,阳原县,,130727,河北省,张家口市,阳原县,西城镇东大街,130727
860,易县杏林医院,河北省保定市易县,0312-5632999,河北省保定市易县易州镇中亢村,河北省,保定市,易县,,130633,河北省,保定市,易县,易州镇中亢村,130633
861,易县医院,河北省保定市易县,0312-8211247,河北省保定市易县长安路38号,河北省,保定市,易县,,130633,河北省,保定市,易县,长安路38号,130633
862,应急管理部北戴河康复院,河北省秦皇岛市北戴河区,0335-4030063,河北省秦皇岛市北戴河区,河北省,秦皇岛市,北戴河区,,130304,河北省,秦皇岛市,北戴河区,,130304
863,永清县疾病预防控制中心,河北省廊坊市永清县,0316-8012188,河北省廊坊市永清县会昌街146号,河北省,廊坊市,永清县,,131023,河北省,廊坊市,永清县,会昌街146号,131023
864,永清县人民医院,河北省廊坊市永清县,0316-6623352,河北省廊坊市永清县,河北省,廊坊市,永清县,,131023,河北省,廊坊市,永清县,,131023
865,玉田县第二医院,河北省唐山市玉田县,0315-6422428,河北省唐山市玉田县沽一会村西唐通路40号,河北省,唐山市,玉田县,,130229,河北省,唐山市,玉田县,沽一会村西唐通路40号,130229
866,玉田县疾病预防控制中心,河北省唐山市玉田县,0315-7679718,河北省唐山市玉田县,河北省,唐山市,玉田县,,130229,河北省,唐山市,玉田县,,130229
867,玉田县医院,河北省唐山市玉田县,0315-6158027,河北省唐山市玉田县察院街1号,河北省,唐山市,玉田县,,130229,河北省,唐山市,玉田县,察院街1号,130229
868,玉田县中医医院,河北省唐山市玉田县,0315-6159601,河北省唐山市玉田县,河北省,唐山市,玉田县,,130229,河北省,唐山市,玉田县,,130229
869,玉田协和医院,河北省唐山市玉田县,0315-5311999,河北省唐山市玉田县振玉路12号,河北省,唐山市,玉田县,,130229,河北省,唐山市,玉田县,振玉路12号,130229
870,玉田中医医院,河北省唐山市玉田县,0315-6159601,河北省唐山市玉田县,河北省,唐山市,玉田县,,130229,河北省,唐山市,玉田县,,130229
871,元氏县医院,河北省石家庄市元氏县,0311-84623518,河北省石家庄市元氏县人民路67号,河北省,石家庄市,元氏县,,130132,河北省,石家庄市,元氏县,人民路67号,130132
872,赞皇县妇幼保健院,河北省石家庄市赞皇县,0311-84222710,河北省石家庄市赞皇县城盛贸路68号,河北省,石家庄市,赞皇县,,130129,河北省,石家庄市,赞皇县,城盛贸路68号,130129
873,赞皇县疾病预防控制中心,河北省石家庄市赞皇县,0311-84221431,河北省石家庄市赞皇县坛山东路75号,河北省,石家庄市,赞皇县,,130129,河北省,石家庄市,赞皇县,坛山东路75号,130129
874,赞皇县医院,河北省石家庄市赞皇县,0311-84221430,河北省石家庄市赞皇县槐泉东路50号,河北省,石家庄市,赞皇县,,130129,河北省,石家庄市,赞皇县,槐泉东路50号,130129
875,枣强县疾病预防控制中心,河北省衡水市枣强县,0318-8229697,河北省衡水市枣强县枣强镇富强南路149号,河北省,衡水市,枣强县,,131121,河北省,衡水市,枣强县,枣强镇富强南路149号,131121
876,枣强县人民医院,河北省衡水市枣强县,0318-8225007,河北省衡水市枣强县富强路与幸福街交叉口,河北省,衡水市,枣强县,,131121,河北省,衡水市,枣强县,富强路与幸福街交叉口,131121
877,张北县医院,河北省张家口市张北县,0313-52156695215069,河北省张家口市张北县花园街广场路16号,河北省,张家口市,张北县,,130722,河北省,张家口市,张北县,花园街广场路16号,130722
878,张家口健垣医学检验实验室,河北省张家口市桥西区,0313-2019617,河北省张家口市桥西区长青路,河北省,张家口市,桥西区,,130703,河北省,张家口市,桥西区,长青路,130703
879,张家口仁爱医院,河北省张家口市张北县,0313-5219998,河北省张家口市张北县兴和东路12号,河北省,张家口市,张北县,,130722,河北省,张家口市,张北县,兴和东路12号,130722
880,张家口市第二医院,河北省张家口市经开区,0313-4113000,河北省张家口市经开区长城西大街9号,河北省,张家口市,,经开区,130700,河北省,张家口市,,经开区长城西大街9号,130700
881,张家口市第四人民医院,河北省张家口市桥东区,0313-8045373,河北省张家口市桥东区南站站前西大街18号,河北省,张家口市,桥东区,,130702,河北省,张家口市,桥东区,南站站前西大街18号,130702
882,张家口市第四医院,河北省张家口市桥东区,0313-8045373,河北省张家口市桥东区南站站前西大街18号,河北省,张家口市,桥东区,,130702,河北省,张家口市,桥东区,南站站前西大街18号,130702
883,张家口市第五医院,河北省张家口市桥东区,0313-4039029,河北省张家口市桥东区高后路5号,河北省,张家口市,桥东区,,130702,河北省,张家口市,桥东区,高后路5号,130702
884,张家口市第一医院,河北省张家口市桥西区,0313-8045080,河北省张家口市桥西区新华街礼拜寺巷6号,河北省,张家口市,桥西区,,130703,河北省,张家口市,桥西区,新华街礼拜寺巷6号,130703
885,张家口市肺科医院,河北省张家口市怀来县,0313-6870477,河北省张家口市怀来县桑园镇辛窑村东,河北省,张家口市,怀来县,,130730,河北省,张家口市,怀来县,桑园镇辛窑村东,130730
886,张家口市妇幼保健院,河北省张家口市桥东区,0313-5889006,河北省张家口市桥东区,河北省,张家口市,桥东区,,130702,河北省,张家口市,桥东区,,130702
887,张家口市疾病预防控制中心,河北省张家口市桥西区,0313-4099500,河北省张家口市桥西区西苑南路2号,河北省,张家口市,桥西区,,130703,河北省,张家口市,桥西区,西苑南路2号,130703
888,张家口市沙岭子医院,河北省张家口市桥西区,0313-5039031,河北省张家口市桥西区岭子镇005乡道沙岭子村双喜酒楼西侧,河北省,张家口市,桥西区,,130703,河北省,张家口市,桥西区,岭子镇005乡道沙岭子村双喜酒楼西侧,130703
889,张家口市万全区医院,河北省张家口市万全区,0313-4229394,河北省张家口市万全区民主街6号,河北省,张家口市,万全区,,130708,河北省,张家口市,万全区,民主街6号,130708
890,张家口市万全区中医院,河北省张家口市万全区,0313-4238720,河北省张家口市万全区孔家庄镇商业街60号,河北省,张家口市,万全区,,130708,河北省,张家口市,万全区,孔家庄镇商业街60号,130708
891,张家口市下花园区医院,河北省张家口市下花园区,0313-5169525,河北省张家口市下花园区西苑路10号,河北省,张家口市,下花园区,,130706,河北省,张家口市,下花园区,西苑路10号,130706
892,张家口市宣化区疾病预防控制中心,河北省张家口市宣化区,0313-3119225,河北省张家口市宣化区洋河南镇安平东街1号,河北省,张家口市,宣化区,,130705,河北省,张家口市,宣化区,洋河南镇安平东街1号,130705
893,张家口市宣化区人民医院,河北省张家口市宣化区,0313-3012210,河北省张家口市宣化区,河北省,张家口市,宣化区,,130705,河北省,张家口市,宣化区,,130705
894,张家口市中医研究所附属医院,河北省张家口市桥东区,0313-2566009,河北省张家口市桥东区东河沿56号,河北省,张家口市,桥东区,,130702,河北省,张家口市,桥东区,东河沿56号,130702
895,张家口宣化平安医院,河北省张家口市宣化区,3133-275768,河北省张家口市宣化区阁北街1号,河北省,张家口市,宣化区,,130705,河北省,张家口市,宣化区,阁北街1号,130705
896,赵县人民医院,河北省石家庄市赵县,0311-84901603,河北省石家庄市赵县永通路1号,河北省,石家庄市,赵县,,130133,河北省,石家庄市,赵县,永通路1号,130133
897,正定县妇幼保健计划生育服务中心,河北省石家庄市正定县,0311-88021473,河北省石家庄市正定县常山西路,河北省,石家庄市,正定县,,130123,河北省,石家庄市,正定县,常山西路,130123
898,正定县疾病预防控制中心,河北省石家庄市正定县,0311-88022733,河北省石家庄市正定县常山东路33号,河北省,石家庄市,正定县,,130123,河北省,石家庄市,正定县,常山东路33号,130123
899,正定县人民医院,河北省石家庄市正定县,0311-86338316,河北省石家庄市正定县常山西路29号,河北省,石家庄市,正定县,,130123,河北省,石家庄市,正定县,常山西路29号,130123
900,中国人民解放军第二六六医院,河北省承德市双桥区,0314-2160466,河北省承德市双桥区,河北省,承德市,双桥区,,130802,河北省,承德市,双桥区,,130802
901,中国人民解放军联勤保障部队第九八一医院,河北省承德市双桥区,0314-5980517,河北省承德市双桥区,河北省,承德市,双桥区,,130802,河北省,承德市,双桥区,,130802
902,中国人民解放军陆军军医大学士官学校附属医院,河北省石家庄市长安区,0311-87970764,河北省石家庄市长安区,河北省,石家庄市,长安区,,130102,河北省,石家庄市,长安区,,130102
903,涿鹿县医院,河北省张家口市涿鹿县,0313-6521772,河北省张家口市涿鹿县涿鹿镇东风西路北侧,河北省,张家口市,涿鹿县,,130731,河北省,张家口市,涿鹿县,涿鹿镇东风西路北侧,130731
904,涿鹿县中医院,河北省张家口市涿鹿县,0313-6528001,河北省张家口市涿鹿县涿鹿镇轩辕东路东延,河北省,张家口市,涿鹿县,,130731,河北省,张家口市,涿鹿县,涿鹿镇轩辕东路东延,130731
905,涿州市疾病预防控制中心,河北省保定市涿州市,0312-5522091,河北省保定市涿州市粉子胡同11号,河北省,保定市,涿州市,,130681,河北省,保定市,涿州市,粉子胡同11号,130681
906,涿州市医院,河北省保定市涿州市,0312-5521028,河北省保定市涿州市范阳西路129号,河北省,保定市,涿州市,,130681,河北省,保定市,涿州市,范阳西路129号,130681
907,涿州市中医医院,河北省涿州市,0312-3680260,河北省涿州市东兴北街151号,河北省,保定市,涿州市,,130681,河北省,保定市,涿州市,东兴北街151号,130681
908,遵化路北医院,河北省唐山市遵化市,0315-6620612,河北省唐山市遵化市通华东街,河北省,唐山市,遵化市,,130281,河北省,唐山市,遵化市,通华东街,130281
909,遵化市疾病预防控制中心,河北省唐山市遵化市,0315-8739889,河北省唐山市遵化市建明西街9号,河北省,唐山市,遵化市,,130281,河北省,唐山市,遵化市,建明西街9号,130281
910,遵化市人民医院,河北省唐山市遵化市,0315-6915247,河北省唐山市遵化市华明南路316号,河北省,唐山市,遵化市,,130281,河北省,唐山市,遵化市,华明南路316号,130281
911,遵化市中医医院,河北省唐山市遵化市,0315-6538113,河北省唐山市遵化市华明路南通西侧,河北省,唐山市,遵化市,,130281,河北省,唐山市,遵化市,华明路南通西侧,130281
912,遵化市中医院,河北省唐山市遵化市,0315-6612587,河北省唐山市遵化市文化南路,河北省,唐山市,遵化市,,130281,河北省,唐山市,遵化市,文化南路,130281
913,霸州市第三医院,河北省廊坊市霸州市,0316-2356836,河北省廊坊市霸州市建设东道96号,河北省,廊坊市,霸州市,,131081,河北省,廊坊市,霸州市,建设东道96号,131081
914,北京博奥医学检验所有限公司,北京市大兴区,010-87229999,北京市大兴区北京经济技术开发区科创六街88号院D座,北京市,市辖区,大兴区,,110115,北京市,市辖区,大兴区,北京经济技术开发区科创六街88号院D座,110115
915,昌黎县妇幼保健院,河北省秦皇岛市昌黎县,0335-2022417,河北省秦皇岛市昌黎县二街谷宋庄117号,河北省,秦皇岛市,昌黎县,,130322,河北省,秦皇岛市,昌黎县,二街谷宋庄117号,130322
916,高碑店市疾病预防控制中心,河北省保定市高碑店,0312-5599585,河北省保定市高碑店迎宾东路,河北省,保定市,高碑店市,,130684,河北省,保定市,高碑店市,迎宾东路,130684
917,怀来县中医医院,河北省张家口市怀来县,0313-6223003,河北省张家口市怀来县沙城镇龙潭东街4号,河北省,张家口市,怀来县,,130730,河北省,张家口市,怀来县,沙城镇龙潭东街4号,130730
918,秦皇岛卓众医院,河北省秦皇岛市海港区,0335-7080909,河北省秦皇岛市海港区燕山大街,河北省,秦皇岛市,海港区,,130302,河北省,秦皇岛市,海港区,燕山大街,130302
919,曲阳县第二医院,河北省保定市曲阳县,0312-5348691,河北省保定市曲阳县恒山中路368号,河北省,保定市,曲阳县,,130634,河北省,保定市,曲阳县,恒山中路368号,130634
920,尚义县疾病预防控制中心,河北省张家口市尚义县,15932333508,河北省张家口市尚义县南壕堑镇秀水大街迎宾大道1号,河北省,张家口市,尚义县,,130725,河北省,张家口市,尚义县,南壕堑镇秀水大街迎宾大道1号,130725
921,涉县妇幼保健院,河北省邯郸市涉县,0310-3832667,河北省邯郸市涉县涉城镇龙南路19号,河北省,邯郸市,涉县,,130426,河北省,邯郸市,涉县,涉城镇龙南路19号,130426
922,肃宁县疾病预防控制中心,河北省沧州市肃宁县,0317-5162731,河北省沧州市肃宁县泽城路,河北省,沧州市,肃宁县,,130926,河北省,沧州市,肃宁县,泽城路,130926
923,徐水华一医院,河北省保定市徐水区,0312-8580818,河北省保定市徐水区巨力中路86号,河北省,保定市,徐水区,,130609,河北省,保定市,徐水区,巨力中路86号,130609
924,张家口市崇礼区疾病预防控制中心,河北省张家口市崇礼区,0313-4612340,河北省张家口市崇礼区,河北省,张家口市,崇礼区,,130709,河北省,张家口市,崇礼区,,130709
925,遵化中医医院,河北省唐山市遵化市,0315-6612587,河北省唐山市遵化市文化南路,河北省,唐山市,遵化市,,130281,河北省,唐山市,遵化市,文化南路,130281
926,廊坊市安次区疾病预防控制中心,河北省廊坊市安次区,0316-2683605,河北省廊坊市安次区银河南路152号,河北省,廊坊市,安次区,,131002,河北省,廊坊市,安次区,银河南路152号,131002
927,安国市疾病预防控制中心,河北省保定市安国市,0312-3552264,河北省保定市安国市药华大路168号,河北省,保定市,安国市,,130683,河北省,保定市,安国市,药华大路168号,130683
928,安国市中医院,河北省保定市安国市,0312-3558999,河北省保定市安国市朝阳路2号,河北省,保定市,安国市,,130683,河北省,保定市,安国市,朝阳路2号,130683
929,保定市徐水区妇幼保健院,河北省保定市徐水区,0312-8601518,河北省保定市徐水区盛源大街东侧巨力尚品小区南侧,河北省,保定市,徐水区,,130609,河北省,保定市,徐水区,盛源大街东侧巨力尚品小区南侧,130609
930,承德钢铁集团有限公司职工医院,河北省承德市双滦区,0314-4074486,河北省承德市双滦区滦河镇苍坡街道,河北省,承德市,双滦区,,130803,河北省,承德市,双滦区,滦河镇苍坡街道,130803
931,阜平县妇幼保健院,河北省保定市阜平县,0312-7221419,河北省保定市阜平县阜平镇南城苍山西路,河北省,保定市,阜平县,,130624,河北省,保定市,阜平县,阜平镇南城苍山西路,130624
932,高碑店优抚医院,河北省保定市高碑店市,0312-2804782,河北省保定市高碑店市迎宾路60号,河北省,保定市,高碑店市,,130684,河北省,保定市,高碑店市,迎宾路60号,130684
933,邯郸市人民医院,河北省邯郸市邯山区,0310-3023369,河北省邯郸市邯山区劳动路49号,河北省,邯郸市,邯山区,,130402,河北省,邯郸市,邯山区,劳动路49号,130402
934,临西县疾病预防控制中心,河北省邢台市临西县,0319-8579967,河北省邢台市临西县长江西路,河北省,邢台市,临西县,,130535,河北省,邢台市,临西县,长江西路,130535
935,南皮县中医医院,河北省沧州市南皮县,0317-8855246,河北省沧州市南皮县光明西路46号,河北省,沧州市,南皮县,,130927,河北省,沧州市,南皮县,光明西路46号,130927
936,深泽县疾病预防控制中心,河北省石家庄市深泽县,0311-83522499,河北省石家庄市深泽县东苑路151号,河北省,石家庄市,深泽县,,130128,河北省,石家庄市,深泽县,东苑路151号,130128
937,唐山市眼科医院,河北省唐山市路北区,0315-3723443,河北省唐山市路北区北新西道11号,河北省,唐山市,路北区,,130203,河北省,唐山市,路北区,北新西道11号,130203
938,沧州市运河区疾病预防控制中心,河北省沧州市运河区,0317-3512025,河北省沧州市运河区新华中路大佛寺胡同10号,河北省,沧州市,运河区,,130903,河北省,沧州市,运河区,新华中路大佛寺胡同10号,130903
939,秦皇岛国际旅行卫生保健中心（秦皇岛海关口岸门诊部）,河北省秦皇岛市海港区,0335-5997826,河北省秦皇岛市海港区海滨路51号,河北省,秦皇岛市,海港区,,130302,河北省,秦皇岛市,海港区,海滨路51号,130302
940,保定市满城区疾病预防控制中心,河北省保定市满城区,0312-7193916,河北省保定市满城区通济街疾病预防控制中心,河北省,保定市,满城区,,130607,河北省,保定市,满城区,通济街疾病预防控制中心,130607
941,泊头市第二医院,河北省沧州市泊头市,0317-8331120,河北省沧州市泊头市交河镇新华街,河北省,沧州市,泊头市,,130981,河北省,沧州市,泊头市,交河镇新华街,130981
942,承德康源医院,河北省承德市承德县,0314-7597999,河北省承德市承德县南环路工商局西侧,河北省,承德市,承德县,,130821,河北省,承德市,承德县,南环路工商局西侧,130821
943,秦皇岛市山海关人民医院,河北省秦皇岛市山海关区,0335-5060060,河北省秦皇岛市山海关区关城南路5号,河北省,秦皇岛市,山海关区,,130303,河北省,秦皇岛市,山海关区,关城南路5号,130303
944,丛台区疾病预防控制中心方舱核酸检测实验室,河北省邯郸市丛台区,13831013129,河北省邯郸市丛台区黄粱梦镇政府路,河北省,邯郸市,丛台区,,130403,河北省,邯郸市,丛台区,黄粱梦镇政府路,130403
945,百世诺（保定）医学检验实验室,河北省保定市竞秀区,18603227988,河北省保定市竞秀区天威西路2608-3,河北省,保定市,竞秀区,,130602,河北省,保定市,竞秀区,天威西路2608-3,130602
946,廊坊市百康和信医学检验实验室有限责任公司,河北省廊坊市安次区,18611137623,河北省廊坊市安次区经济开发区安锦道28号1#楼,河北省,廊坊市,安次区,,131002,河北省,廊坊市,安次区,经济开发区安锦道28号1#楼,131002
947,石家庄冰缘医学检验实验室有限公司,河北省石家庄市高新区,0311-88800464,河北省石家庄市高新区太行南大街197号智同药谷A座3层,河北省,石家庄市,,高新区,130100,河北省,石家庄市,,高新区太行南大街197号智同药谷A座3层,130100
948,石家庄文博医学检验实验室有限公司,河北省石家庄市高新技术产业开发区,13503110928,河北省石家庄市高新技术产业开发区长江大道238号6号楼,河北省,石家庄市,,高新技术产业开发区,130100,河北省,石家庄市,,高新技术产业开发区长江大道238号6号楼,130100
949,邯郸冀南新区疾病预防控制中心,河北省邯郸市冀南新区,0310-6011536,河北省邯郸市冀南新区辛庄营乡郭小屯村西,河北省,邯郸市,,冀南新区,130400,河北省,邯郸市,,冀南新区辛庄营乡郭小屯村西,130400
950,邯郸陶瓷（集团）总公司医院,河北省邯郸市峰峰矿区,0310-5211512,河北省邯郸市峰峰矿区滏阳西路9号,河北省,邯郸市,峰峰矿区,,130406,河北省,邯郸市,峰峰矿区,滏阳西路9号,130406
951,秦皇岛市工人医院,河北省秦皇岛市山海关区,0335-7942207,河北省秦皇岛市山海关区南海道18号,河北省,秦皇岛市,山海关区,,130303,河北省,秦皇岛市,山海关区,南海道18号,130303
952,联勤保障部队第九八二医院,河北省唐山市路南区,3154465023,河北省唐山市路南区国防道24号,河北省,唐山市,路南区,,130202,河北省,唐山市,路南区,国防道24号,130202
953,沧州大医云佐使医学检验实验室,河北省沧州市新华区,13582711630,河北省沧州市新华区沧州国际五金城9号楼,河北省,沧州市,新华区,,130902,河北省,沧州市,新华区,沧州国际五金城9号楼,130902
954,保定市优抚医院,河北省保定市莲池区,13784971813,河北省保定市莲池区双彩街12号,河北省,保定市,莲池区,,130606,河北省,保定市,莲池区,双彩街12号,130606
955,中国人民解放军陆军第81集团军医院,河北省张家口市桥东区,0313-8785616,河北省张家口市桥东区建国路13号,河北省,张家口市,桥东区,,130702,河北省,张家口市,桥东区,建国路13号,130702
956,沧州市新华区疾病预防控制中心,河北省沧州市新华区,0317-3042986,河北省沧州市新华区交通南大道18号,河北省,沧州市,新华区,,130902,河北省,沧州市,新华区,交通南大道18号,130902
957,霸州亿龙儿童医院,河北省廊坊市霸州市,0316-7219888,河北省廊坊市霸州市兴华中路2489号,河北省,廊坊市,霸州市,,131081,河北省,廊坊市,霸州市,兴华中路2489号,131081
958,河间市妇幼保健院,河北省沧州市河间市,0317-3276287,河北省沧州市河间市育才街161号,河北省,沧州市,河间市,,130984,河北省,沧州市,河间市,育才街161号,130984
959,霸州津胜医院,河北省廊坊市霸州市,0316-7890222,河北省廊坊市霸州市胜芳镇芳清道28号,河北省,廊坊市,霸州市,,131081,河北省,廊坊市,霸州市,胜芳镇芳清道28号,131081
960,廊坊广安医院,河北省廊坊市广阳区,15832635010,河北省廊坊市广阳区廊万路4号,河北省,廊坊市,广阳区,,131003,河北省,廊坊市,广阳区,廊万路4号,131003
961,中煤一公司岭北职工医院,河北省邯郸市复兴区,0310-4016204,河北省邯郸市复兴区建设大街132号,河北省,邯郸市,复兴区,,130404,河北省,邯郸市,复兴区,建设大街132号,130404
